,Philosophy of quantum mechanics. The interpretations of quantum mechanics in historical perspective,M Jammer - 1974 - inis.iaea.org,The topics covered are the early semiclassical interpretations|, the indeterminancy relations|, early versions of the complementarity interpretation|, hidden-variable theories|, quantum logic|, stochastic and statistical interpretations|, and theories of measurements.(JFP),1714,23,mechanics;interpretation;topics;semiclassical;perspective;statistical;complementarity;measurements;relations;indeterminancy;stochastic;hidden;philosophy;early;covered;variable;interpretations;versions;theories;historical;logic;jfp
,Macroscopic quantum tunnelling of magnetization in a single crystal of nanomagnets,L Thomas|, F Lionti|, R Ballou|, D Gatteschi|, R Sessoli - 1996 - nature.com,THE precise manner in which quantum-mechanical behaviour at the microscopic level underlies classical behaviour at the macroscopic level remains unclear|, despite seventy years of theoretical investigation. Experimentally|, the crossover between these regimes  ...,1770,24,precise;nanomagnets;unclear;classical;years;single;magnetization;manner;macroscopic;remains;investigation;microscopic;theoretical;tunnelling;despite;experimentally;crossover;seventy;behaviour;level;underlies;crystal;mechanical;regimes
,Quantum computation with quantum dots,D Loss|, DP DiVincenzo - Physical Review A|, 1998 - APS,Abstract We propose an implementation of a universal set of one-and two-quantum-bit gates for quantum computation using the spin states of coupled single-electron quantum dots. Desired operations are effected by the gating of the tunneling barrier between  ...,5542,25,operations;gates;set;computation;coupled;universal;one;states;single;gating;effected;implementation;two;dots;barrier;propose;desired;electron;using;bit;spin;tunneling
,Quantum tunnelling in a dissipative system,AO Caldeira|, AJ Leggett - Annals of Physics|, 1983 - Elsevier,In discussions of the conceptual foundations of quantum mechanics|, a crucial role is played by the so-called quantum measurement paradox-formulated in its most spectacular and best-known form by Schrodinger [1] as the Cat Paradox.'This paradox arises because it is  ...,3288,26,mechanics;schrodinger;formulated;paradox;form;spectacular;played;crucial;known;cat;tunnelling;conceptual;arises;role;measurement;discussions;foundations;dissipative;called;best;system
,Significance of electromagnetic potentials in the quantum theory,Y Aharonov|, D Bohm - Physical Review|, 1959 - APS,Abstract In this paper|, we discuss some interesting properties of the electromagnetic potentials in the quantum domain. We shall show that|, contrary to the conclusions of classical mechanics|, there exist effects of potentials on charged particles|, even in the  ...,5791,27,mechanics;even;domain;significance;classical;shall;interesting;potentials;properties;particles;theory;conclusions;contrary;effects;electromagnetic;show;exist;discuss;charged
,Density matrix formulation for quantum renormalization groups,SR White - Physical Review Letters|, 1992 - APS,Abstract A generalization of the numerical renormalization-group procedure used first by Wilson for the Kondo problem is presented. It is shown that this formulation is optimal in a certain sense. As a demonstration of the effectiveness of this approach|, results from  ...,3660,28,renormalization;certain;sense;results;generalization;formulation;demonstration;wilson;group;matrix;density;optimal;effectiveness;approach;used;numerical;shown;groups;presented;kondo;problem;procedure;first
,Visible light emission due to quantum size effects in highly porous crystalline silicon,AG Cullis|, LT Canham - 1991 - nature.com,LIGHT-emitting devices based on silicon would find many applications in both VLSI and display technologies|, but silicon normally emits only extremely weak infrared photoluminescence because of its relatively small and indirect band gap 1. The recent  ...,1382,41,infrared;visible;indirect;crystalline;technologies;relatively;based;vlsi;due;find;emitting;size;weak;emission;gap;band;effects;photoluminescence;highly;extremely;emits;recent;would;applications;light;porous;devices;silicon;many;small;normally;display
[BOOK],Quantum theory of many-particle systems,AL Fetter|, JD Walecka - 2003 - books.google.com," Singlemindedly devoted to its job of educating potential many-particle theorists deserves to become the standard text in the field."Physics Today" The most comprehensive textbook yet published in its field and every postgraduate student or teacher in this field should own  ...,7377,42,theorists;text;textbook;yet;devoted;singlemindedly;field;potential;systems;postgraduate;today;theory;comprehensive;standard;educating;job;every;student;teacher;particle;many;deserves;published;become;physics
,Quantum phase transition from a superfluid to a Mott insulator in a gas of ultracold atoms,M Greiner|, O Mandel|, T Esslinger|, TW Hnsch|, I Bloch - nature|, 2002 - nature.com,Abstract For a system at a temperature of absolute zero|, all thermal fluctuations are frozen out|, while quantum fluctuations prevail. These microscopic quantum fluctuations can induce a macroscopic phase transition in the ground state of a many-body system when the  ...,4944,43,system;zero;mott;macroscopic;ground;temperature;prevail;ultracold;state;microscopic;insulator;absolute;body;gas;induce;atoms;phase;frozen;many;transition;thermal;superfluid;fluctuations
,Multidimensional quantum well laser and temperature dependence of its threshold current,Y Arakawa|, H Sakaki - Applied Physics Letters|, 1982 - scitation.aip.org,A new type of semiconductor laser is studied|, in which injected carriers in the active region are quantum mechanically confined in two or three dimensions (2D or 3D). Effects of such confinements on the lasing characteristics are analyzed. Most important|, the threshold  ...,3181,44,characteristics;three;active;threshold;current;mechanically;dimensions;carriers;injected;lasing;two;semiconductor;new;analyzed;3d;important;effects;confined;multidimensional;temperature;laser;type;region;studied;well;dependence;2d;confinements
[BOOK],Quantum theory of angular momentum,DA Varshalovich|, AN Moskalev|, VK Khersonskii - 1988 - World Scientific,1. Vectors|, Basis Vectors cartesian basis vectors (p. 4) polar basis vectors (p. 5) covariant spherical basis vectors (p. 6) contravariant spherical basis vectors (p. 6) cartesian components of vector A (p. 12) polar components of vector A (p. 12) covariant spherical  ...,3706,45,spherical;polar;cartesian;theory;basis;covariant;vectors;contravariant;p;vector;components;angular;momentum
[BOOK],Angular momentum in quantum mechanics,AR Edmonds - 1996 - books.google.com,This book offers a concise introduction to the angular momentum|, one of the most fundamental quantities in all of quantum mechanics. Beginning with the quantization of angular momentum|, spin angular momentum|, and the orbital angular momentum|, the  ...,6974,46,mechanics;orbital;concise;quantities;one;offers;fundamental;spin;quantization;beginning;angular;momentum
,Quantum theory of open systems,EB Davies - 1976 - IMA,This work provides the first cohesive account of a newly developing field in mathematical physics|, the rigorous study by functional analytic techniques of the irreversible dynamics of open quantum mechanical systems. By analysing a variety of particular models|, the author  ...,2195,47,mathematical;functional;variety;rigorous;dynamics;open;techniques;field;cohesive;analytic;systems;provides;newly;theory;models;particular;irreversible;analysing;account;developing;study;work;mechanical;physics;first
[PDF],Quantum physics in one dimension,T Giamarchi - 2004 - dpmc.unige.ch,To a casual ostrich the world of quantum physics in one dimension may sound a little onedimensional|, suitable perhaps for those with an unhealthy obsession for the esoteric. Nothing of course could be further from the truth. The field is remarkably rich and broad|,  ...,2097,48,unhealthy;one;course;remarkably;obsession;casual;little;perhaps;broad;field;rich;may;esoteric;nothing;world;sound;onedimensional;could;ostrich;truth;suitable;physics;dimension
[BOOK],The quantum theory of radiation,W Heitler - 1954 - books.google.com,The first comprehensive treatment of quantum physics in any language|, this classic introduction to the basic theory remains highly recommended and in wide use|, both as a text and as a reference. A unified and accurate guide to the application of radiative processes|,  ...,6055,61,unified;reference;classic;text;accurate;highly;radiation;use;remains;radiative;application;recommended;treatment;basic;theory;comprehensive;wide;processes;language;physics;guide;first
,Scheme for reducing decoherence in quantum computer memory,PW Shor - Physical review A|, 1995 - APS,Abstract Recently|, it was realized that use of the properties of quantum mechanics might speed up certain computations dramatically. Interest has since been growing in the area of quantum computation. One of the main difficulties of quantum computation is that  ...,2798,62,mechanics;certain;one;computer;computation;reducing;speed;use;area;since;difficulties;interest;memory;main;might;dramatically;recently;properties;realized;scheme;computations;growing;decoherence
[BOOK],The quantum theory of fields,S Weinberg - 1996 - books.google.com,The Quantum Theory of Fields|, first published in 1996|, is a self-contained|, comprehensive introduction to quantum field theory from Nobel Laureate Steven Weinberg. Volume II gives an account of the methods of quantum field theory|, and how they have led to an  ...,6062,63,ii;comprehensive;weinberg;led;theory;1996;fields;self;laureate;account;nobel;steven;field;contained;methods;published;gives;first
,Room-temperature quantum Hall effect in graphene,KS Novoselov|, Z Jiang|, Y Zhang|, SV Morozov - Science|, 2007 - sciencemag.org,Abstract The quantum Hall effect (QHE)|, one example of a quantum phenomenon that occurs on a truly macroscopic scale|, has attracted intense interest since its discovery in 1980 and has helped elucidate many important aspects of quantum physics. It has also  ...,1785,64,phenomenon;graphene;one;helped;macroscopic;scale;temperature;1980;also;since;hall;attracted;interest;occurs;discovery;aspects;elucidate;effect;truly;important;qhe;intense;room;many;physics;example
,Improved spectral resolution in COSY 1 H NMR spectra of proteins via double quantum filtering,M Rance|, OW Srensen|, G Bodenhausen - Biochemical and  |, 1983 - Elsevier,Abstract A double quantum filter is inserted into a two-dimensional correlated (COSY) 1 H NMR experiment to obtain phase-sensitive spectra in which both cross peak and diagonal peak multiplets have anti-phase fine structure|, and in which the cross peaks and the major  ...,2155,65,major;via;obtain;cross;dimensional;filtering;anti;fine;cosy;spectral;two;experiment;nmr;peaks;multiplets;diagonal;peak;phase;inserted;structure;correlated;improved;double;spectra;proteins;filter;sensitive;h;resolution
,On the generators of quantum dynamical semigroups,G Lindblad - Communications in Mathematical Physics|, 1976 - Springer,Abstract The notion of a quantum dynamical semigroup is defined using the concept of a completely positive map. An explicit form of a bounded generator of such a semigroup on B () is derived. This is a quantum analogue of the Lvy-Khinchin formula. As a result the  ...,3747,66,concept;defined;lvy;result;analogue;semigroups;generator;positive;generators;formula;semigroup;map;form;derived;khinchin;completely;bounded;using;b;dynamical;explicit;notion
,Quantum theory and five-dimensional relativity theory,O Klein - The Oskar Klein Memorial Lectures: 1988-1999|, 2014 - adsabs.harvard.edu,Abstract In the following pages I want to point out a simple connection between the proposed theory of Kaluza 1 regarding the connection between electromagnetism and gravitation on one hand and the suggested method of de Broglie 2 and Schrdinger 3 for  ...,2125,67,proposed;point;simple;one;dimensional;want;gravitation;relativity;kaluza;method;broglie;theory;de;hand;five;pages;electromagnetism;suggested;regarding;schrdinger;connection;following
,Infinite conformal symmetry in two-dimensional quantum field theory,AA Belavin|, AM Polyakov|, AB Zamolodchikov - Nuclear Physics B|, 1984 - Elsevier,Abstract We present an investigation of the massless|, two-dimentional|, interacting field theories. Their basic property is their invariance under an infinite-dimensional group of conformal (analytic) transformations. It is shown that the local fields forming the operator  ...,4757,68,dimentional;symmetry;dimensional;operator;shown;group;interacting;field;two;analytic;investigation;basic;massless;local;theory;forming;infinite;invariance;present;transformations;fields;theories;property;conformal
[BOOK],Modern quantum chemistry: introduction to advanced electronic structure theory,A Szabo|, NS Ostlund - 2012 - books.google.com,The aim of this graduate-level textbook is to present and explain|, at other than a superficial level|, modem ab initio approaches to the calculation of the electronic structure and properties of molecules. The first three chapters contain introductory material culminating  ...,5213,81,ab;calculation;modern;textbook;electronic;superficial;explain;three;graduate;present;molecules;advanced;theory;initio;material;approaches;properties;structure;chemistry;level;introductory;culminating;aim;contain;modem;first
,A fast quantum mechanical algorithm for database search,LK Grover - Proceedings of the twenty-eighth annual ACM  |, 1996 - dl.acm.org,Summary Anunsorted database contains N records|, of which just one satisfies a particular property. The problem is to identify that one record. Any classical algorithm|, deterministic or probabilistic|, will clearly take O (N) steps since on the average it will have to examine a  ...,3036,82,since;classical;one;examine;identify;satisfies;summary;clearly;contains;anunsorted;fast;take;records;deterministic;particular;probabilistic;search;algorithm;database;average;o;n;record;steps;mechanical;problem;property
,Individual single-wall carbon nanotubes as quantum wires,SJ Tans|, MH Devoret|, H Dai|, A Thess - Nature 386 (6624)|,  |, 1997 - repository.tudelft.nl,Carbon nanotubes have been regarded since their discovery1 as potential molecular quantum wires. In the case of multi-wall nanotubes|, where many tubes are arranged in a coaxial fashion|, the electrical properties of individual tubes have been shown to vary  ...,3232,83,fashion;nanotubes;wall;vary;single;individual;discovery1;shown;regarded;since;potential;electrical;molecular;wires;coaxial;carbon;properties;case;multi;arranged;many;tubes
[BOOK],Introductory quantum mechanics,RL Liboff - 2003 - cds.cern.ch,Abstract Careful and detailed explanations of challenging concepts in Introductory Quantum Mechanics|, Fourth Edition|, and comprehensive and up-to-date coverage|, continue to set the standard in physics education. In the new edition of this best-selling quantum mechanics  ...,864,84,detailed;mechanics;set;coverage;challenging;comprehensive;introductory;education;physics;standard;edition;continue;fourth;concepts;date;new;selling;careful;explanations;best
,Quantum dot bioconjugates for imaging|, labelling and sensing,IL Medintz|, HT Uyeda|, ER Goldman|, H Mattoussi - Nature materials|, 2005 - nature.com,Abstract One of the fastest moving and most exciting interfaces of nanotechnology is the use of quantum dots (QDs) in biology. The unique optical properties of QDs make them appealing as in vivo and in vitro fluorophores in a variety of biological investigations|, in  ...,3813,85,fluorophores;vitro;one;imaging;use;exciting;variety;make;labelling;dots;biology;investigations;interfaces;optical;moving;fastest;nanotechnology;unique;properties;bioconjugates;vivo;appealing;biological;sensing;dot;qds
[BOOK],The quantum theory of light,R Loudon - 2000 - books.google.com,This third edition|, like its two predecessors|, provides a detailed account of the basic theory needed to understand the properties of light and its interactions with atoms|, in particular the many nonclassical effects that have now been observed in quantum-optical experiments.  ...,5164,86,detailed;observed;edition;experiments;two;needed;provides;basic;theory;interactions;nonclassical;atoms;optical;understand;effects;particular;properties;predecessors;account;like;third;light;many
[BOOK],Mathematical foundations of quantum mechanics,John Von Neumann - 1955 - books.google.com,Mathematical Foundations of Quantum Mechanics was a revolutionary book that caused a sea change in theoretical physics. Here|, John von Neumann|, one of the leading mathematicians of the twentieth century|, shows that great insights in quantum physics can  ...,4987,87,mathematical;mechanics;great;one;neumann;century;caused;von;insights;theoretical;mathematicians;twentieth;sea;leading;foundations;john;physics;revolutionary;change;shows
,Comparison of quantum and semiclassical radiation theories with application to the beam maser,ET Jaynes|, FW Cummings - Proceedings of the IEEE|, 1963 - ieeexplore.ieee.org,CONCLUSIONS We have made a study of two simple forms of aberrations in a maser interferometer. The first is represented by tilted plane mirrors and the second by curved mirrors. Our computations indicate that a very small amount of tilt causes a significant  ...,4180,88,application;tilted;mirrors;simple;semiclassical;interferometer;second;curved;causes;conclusions;tilt;radiation;two;forms;indicate;maser;beam;plane;significant;represented;aberrations;comparison;made;computations;study;theories;amount;small;first
,Unconditional quantum teleportation,A Furusawa|, JL Srensen|, SL Braunstein|, CA Fuchs - Science|, 1998 - sciencemag.org,Abstract Quantum teleportation of optical coherent states was demonstrated experimentally using squeezed-state entanglement. The quantum nature of the achieved teleportation was verified by the experimentally determined fidelity F exp= 0.580.02|, which describes the  ...,2600,101,02;f;verified;580;state;describes;nature;teleportation;states;entanglement;coherent;optical;unconditional;exp;using;squeezed;experimentally;fidelity;determined;achieved;demonstrated
,Cavity quantum electrodynamics,PR Berman - 1994 - osti.gov,Cavity quantum electrodynamics This report contains papers on the following topics: perturbative cavity quantum electrodynamics; the micromoser; manipulation of neoclassical field states in a cavity by atom interferometry; quantum optics of driven atoms in colored  ...,625,102,atom;field;micromoser;colored;neoclassical;cavity;electrodynamics;topics;contains;atoms;states;following;manipulation;driven;papers;report;interferometry;optics;perturbative
,Quantum field theory and the Jones polynomial,E Witten - Communications in Mathematical Physics|, 1989 - Springer,Abstract It is shown that 2+ 1 dimensional quantum Yang-Mills theory|, with an action consisting purely of the Chern-Simons term|, is exactly soluble and gives a natural framework for understanding the Jones polynomial of knot theory in three dimensional terms. In this  ...,4166,103,simons;dimensional;soluble;polynomial;shown;mills;three;field;consisting;gives;terms;theory;exactly;understanding;framework;knot;jones;term;natural;purely;chern;yang;action
[PDF],Calculation of the structure functions for deep inelastic scattering and e+ e annihilation by perturbation theory in quantum chromodynamics,YL Dokshitzer - Zh. Eksp. Teor. Fiz|, 1977 - jetp.ac.ru,A model of fermions connected with Yang-Mills fields of the nonabelian gauge group SU (N) is considered. A method based on an analysis of the Feynman diagrams makes it possible to write down in the principal logarithmic approximation a closed expression for the  ...,3608,104,calculation;nonabelian;deep;approximation;gauge;analysis;scattering;principal;functions;perturbation;group;mills;write;fermions;closed;method;diagrams;theory;structure;possible;connected;based;inelastic;logarithmic;chromodynamics;e;considered;fields;su;n;annihilation;feynman;yang;expression;model;makes
,Exclusive processes in perturbative quantum chromodynamics,GP Lepage|, SJ Brodsky - Physical Review D|, 1980 - APS,Abstract We present a systematic analysis in perturbative quantum chromodynamics (QCD) of large-momentum-transfer exclusive processes. Predictions are given for the scaling behavior|, angular dependence|, helicity structure|, and normalization of elastic and  ...,3712,105,chromodynamics;exclusive;processes;behavior;elastic;structure;transfer;predictions;analysis;dependence;large;normalization;momentum;systematic;qcd;scaling;given;helicity;angular;present;perturbative
,Discreteness of area and volume in quantum gravity,C Rovelli|, L Smolin - Nuclear Physics B|, 1995 - Elsevier,We study the operator that corresponds to the measurement of volume|, in non-perturbative quantum gravity|, and we compute its spectrum. The operator is constructed in the loop representation|, via a regularization procedure; it is finite|, background independent|, and  ...,1000,106,independent;non;via;compute;area;spectrum;study;regularization;corresponds;gravity;discreteness;procedure;background;measurement;operator;representation;constructed;finite;loop;perturbative
,Coherent control of macroscopic quantum states in a single-Cooper-pair box,Y Nakamura|, YA Pashkin|, JS Tsai - Nature|, 1999 - nature.com,Abstract A nanometre-scale superconducting electrode connected to a reservoir via a Josephson junction constitutes an artificial two-level electronic system: a single-Cooper-pair box. The two levels consist of charge states (differing by 2e|, where e is the electronic  ...,2261,107,control;via;reservoir;system;states;superconducting;electronic;nanometre;scale;cooper;electrode;two;artificial;charge;constitutes;macroscopic;junction;differing;coherent;levels;connected;pair;box;e;consist;josephson;level;single;2e
[BOOK],Speakable and Unspeakable in Quantum Mechanics: Collected papers on quantum philosophy,JS Bell - 2004 - books.google.com,John Bell|, FRS was one of the leading expositors and interpreters of modern quantum theory. He is particularly famous for his discovery of the crucial difference between the predictions of conventional quantum mechanics and the implications of local causality|, a  ...,4257,108,mechanics;particularly;bell;modern;one;conventional;causality;leading;crucial;predictions;frs;papers;collected;john;local;discovery;theory;interpreters;philosophy;speakable;famous;difference;implications;expositors;unspeakable
,On q-analogues of the quantum harmonic oscillator and the quantum group SU (2) q,AJ Macfarlane - Journal of Physics A: Mathematical and general|, 1989 - iopscience.iop.org,Abstract. The quantum group SU (2)|,|, is discussed by a method analogous to that used by Schwinger to develop the quantum theory of angular momentum. Such theory of the q-analogue of the quantum harmonic oscillator|, as is required for this purpose|, is developed.,1721,121,used;group;theory;oscillator;required;discussed;harmonic;su;schwinger;q;analogue;analogues;purpose;developed;develop;analogous;method;momentum;angular
,The quantum group SUq (2) and a q-analogue of the boson operators,LC Biedenharn - Journal of Physics A: Mathematical and General|, 1989 - iopscience.iop.org,Abstract. A new realisation of the quantum group SU|,(2) is constructed by means of a q-analogue to the Jordan-Schwinger mapping|, determining thereby both the complete representation structure and q-analogues to the Wigner and Racah operators. To achieve  ...,1784,122,wigner;analogue;constructed;realisation;group;boson;schwinger;suq;new;achieve;complete;thereby;means;operators;analogues;mapping;jordan;structure;determining;su;q;racah;representation
,Incompleteness|, nonlocality|, and realism: a prolegomenon to the philosophy of quantum mechanics,M Redhead - 1987 - philpapers.org,Abstract Aiming to unravel the mystery of quantum mechanics|, this book is concerned with questions about action-at-a-distance|, holism|, and whether quantum mechanics gives a complete account of microphysical reality. With rigorous arguments and clear thinking|, the  ...,750,123,mechanics;questions;rigorous;nonlocality;holism;thinking;concerned;reality;unravel;arguments;gives;incompleteness;complete;philosophy;aiming;mystery;distance;account;whether;clear;microphysical;prolegomenon;action;realism
,Effect of quantum-well structures on the thermoelectric figure of merit,LD Hicks|, MS Dresselhaus - Physical Review B|, 1993 - APS,Abstract Currently the materials with the highest thermoelectric figure of merit Z are Bi 2 Te 3 alloys. Therefore these compounds are the best thermoelectric refrigeration elements. However|, since the 1960s only slow progress has been made in enhancing Z|, either in Bi  ...,2123,124,currently;figure;merit;best;slow;compounds;since;refrigeration;therefore;progress;te;structures;alloys;elements;enhancing;bi;however;1960s;highest;thermoelectric;made;well;materials;either;effect;z
[BOOK],Introduction to quantum mechanics,D Tannor - 2007 - cds.cern.ch,Abstract" Introduction to Quantum Mechanics" covers quantum mechanics from a time-dependent perspective in a unified way from beginning to end. Intended for upper-level undergraduate and graduate courses this text will change the way people think about and  ...,614,125,mechanics;unified;end;intended;upper;dependent;undergraduate;level;people;covers;graduate;courses;text;perspective;way;time;beginning;think;change
,Concept of off-diagonal long-range order and the quantum phases of liquid He and of superconductors,CN Yang - Reviews of Modern Physics (US)|, 1962 - osti.gov,CONCEPT OF OFF-DIAGONAL LONG-RANGE ORDER AND THE QUANTUM PHASES OF LIQUID He AND OF SUPERCONDUCTORS This review is concerned with the concept that in a many-body system of bosons or fermions|, it is possible to have an off-diagonai long- ...,1260,126,body;phases;concept;liquid;diagonai;many;review;superconductors;diagonal;long;system;range;concerned;bosons;fermions;order;possible
,Quantum spin Hall effect and topological phase transition in HgTe quantum wells,BA Bernevig|, TL Hughes|, SC Zhang - Science|, 2006 - sciencemag.org,Abstract We show that the quantum spin Hall (QSH) effect|, a state of matter with topological properties distinct from those of conventional insulators|, can be realized in mercury telluridecadmium telluride semiconductor quantum wells. When the thickness of the quantum well  ...,2255,127,insulators;show;mercury;conventional;telluridecadmium;distinct;topological;thickness;semiconductor;state;hall;qsh;effect;wells;phase;hgte;spin;properties;realized;telluride;transition;well;matter
,Observation of the coupled exciton-photon mode splitting in a semiconductor quantum microcavity,C Weisbuch|, M Nishioka|, A Ishikawa|, Y Arakawa - Physical Review Letters|, 1992 - APS,Abstract The spectral response of a monolithic semiconductor quantum microcavity with quantum wells as the active medium displays mode splitting when the quantum wells and the optical cavity are in resonance. This effect can be seen as the Rabi vacuum-field  ...,1797,128,coupled;splitting;displays;seen;spectral;cavity;exciton;semiconductor;field;rabi;medium;photon;effect;wells;optical;monolithic;vacuum;active;microcavity;response;observation;mode;resonance
[BOOK],,,,,129,
,On the problem of hidden variables in quantum mechanics,JS Bell - Reviews of Modern Physics|, 1966 - APS,Abstract The demonstrations of von Neumann and others|, that quantum mechanics does not permit a hidden variable interpretation|, are reconsidered. It is shown that their essential axioms are unreasonable. It is urged that in further examination of this problem an  ...,2071,141,mechanics;shown;interpretation;neumann;problem;von;others;unreasonable;demonstrations;axioms;examination;urged;permit;variable;variables;hidden;essential;reconsidered
,High-brightness InGaN blue|, green and yellow light-emitting diodes with quantum well structures,S Nakamura|, M Senoh|, N Iwasa - Japanese Journal of  |, 1995 - researchgate.net,ABSTRACT High-brightness blue|, green and yellow light-emitting diodes (LEDs) with quantum well structures based on III-V nitrides were grown by metalorganic chemical vapor deposition on sapphire substrates. The typical green LEDs had a peak wavelength of 525  ...,1359,142,yellow;high;wavelength;blue;based;chemical;525;emitting;structures;grown;diodes;ingan;deposition;peak;iii;leds;brightness;light;well;nitrides;green;sapphire;v;metalorganic;vapor;substrates;typical
,Quantum mechanics as a statistical theory,JE Moyal - Mathematical Proceedings of the Cambridge  |, 1949 - Cambridge Univ Press,Statistical concepts play an ambiguous role in quantum theory. The critique of acts of observation|, leading to Heisenberg; s' principle of uncertainty'and to the necessity for considering dynamical parameters as statistical variates|, not only for large aggregates|, as  ...,2753,143,heisenberg;ambiguous;play;uncertainty;theory;parameters;necessity;leading;aggregates;acts;considering;large;dynamical;variates;role;principle;statistical;concepts;critique;mechanics;observation
